Marker Name,Accession,Code.Class,FC1D4.001.B2W2,FC1D4.002.B2W4,FC1D4.004.B1W1,FC1D4.007.B1W1,FC1D4.008.B4W1,FC1D4.010.B1W1,FC1D4.012.B1W1,FC1D4.013.B4W1,FC1D4.015.B2W2,FC1D4.016.B2W4,FC1D4.018.B2W2,FC1D4.020.B2W2,FC2D4.001.B2W4,FC2D4.003.B1W1,FC2D4.006.B1W1,FC2D4.007.B2W4,FC2D4.009.B1W1,FC2D4.011.B1W1,FC2D4.012.B4W1,FC2D4.014.B1W1,FC2D4.015.B2W4,FC2D4.017.B1W1,FC2D4.018.B2W4,FC2D4.020.B2W4,FC3D5.001.B4W1,FC3D5.003.B2W4,FC3D5.006.B2W2,FC3D5.008.B1W1,FC3D5.009.B2W2,FC3D5.011.B2W2,FC3D5.013.B1W1,FC3D5.014.B2W2,FC3D5.015.B4W1,FC3D5.017.B2W2,FC3D5.019.B2W2,FC3D5.021.B1W1,FC4D5.002.B2W2,FC4D5.003.B4W1,FC4D5.006.B2W4,FC4D5.008.B2W2,FC4D5.009.B2W4,FC4D5.011.B2W4,FC4D5.013.B2W2,FC4D5.014.B2W4,FC4D5.016.B1W1,FC4D5.017.B2W4,FC4D5.019.B2W4,FC4D5.021.B2W2,FC5D5.002.B4W1,FC5D5.004.B2W2,FC5D5.006.B4W1,FC5D5.008.B2W4,FC5D5.009.B4W1,FC5D5.011.B4W1,FC5D5.013.B2W4,FC5D5.015.B1W1,FC5D5.016.B2W2,FC5D5.018.B1W1,FC5D5.020.PRE,FC5D5.021.B2W4
CCL3,NM_002983.2,Endogenous,9.927274264,9.389545302,8.323595247,9.337777981,6.893847558,12.00942276,9.232780657,9.418379719,8.077990648,7.736740155,9.709704193,7.847683788,11.75228446,10.16993752,8.979710991,9.866691657,9.41966529,8.875933612,8.933838162,9.394055338,8.564721118,7.546354313,11.26436636,8.673945029,10.80385666,9.3614394,9.100820002,6.628481994,10.29347165,8.765501596,9.717984805,9.658300756,7.282995721,7.48952688,8.680042993,8.511436412,8.80503444,9.643369198,9.83586093,8.424208288,10.76212454,9.117746982,8.711357238,9.728804855,6.693626342,10.29342567,8.761252025,7.792855352,9.365119467,8.239932613,9.31104439,8.772908357,9.951707261,9.051181746,9.929317595,8.210525241,6.29480452,9.626256598,7.460496852,9.777649845
CCL4,NM_002984.2,Endogenous,10.2755542,9.319897877,8.981082021,10.23332008,10.82904879,12.66616185,11.45725774,7.968321196,10.11289557,9.131625494,9.987235584,10.34945817,11.77183607,11.40482757,9.386185839,10.57490568,10.46669849,10.91587938,11.472503,10.8951587,10.41613249,9.184974494,9.457196169,10.4710655,10.85082755,10.76305464,10.0433281,10.51855481,10.76140164,10.96089972,10.08261478,10.92814081,10.16689115,9.457114069,10.30798628,9.485768944,8.508785162,10.69057424,10.42300032,10.88391096,11.14443519,10.89124449,9.291654203,10.91648411,8.621282665,11.02671016,10.06220808,9.019423933,9.038233135,9.373648211,9.972333659,11.43588899,10.49636448,11.24231073,10.23389525,9.892755297,8.16651461,10.10470358,10.00190074,9.658782734
CCL5,NM_002985.2,Endogenous,14.3788164,12.87524828,14.04033339,14.78343875,14.47348316,14.91034995,15.4155698,12.61912868,14.82060331,14.48943656,14.15332085,15.03659777,14.83221656,14.21857534,13.7871098,14.70706951,14.45875135,14.96175399,15.51810571,14.67096876,15.04455848,14.64376376,13.48492483,15.46785769,14.52942567,13.99933679,14.07532621,14.42005298,14.58843064,14.68914953,14.08166901,14.04228609,14.99069743,14.5048314,14.21955804,14.292464,13.26426665,14.1366203,13.79014585,14.5192136,15.34928745,15.02888896,14.01509355,14.57927881,13.9621197,13.73176556,14.36543529,14.33092528,13.71115717,13.94992791,14.0215873,14.02877546,14.72500991,14.79750803,14.50338228,14.52456926,13.3201631,13.92670183,14.86658638,14.99040804
CCL7,NM_006273.2,Endogenous,4.139142019,2.367371066,3.440952198,4.23878686,3.054848477,3.564378169,3.498250868,5.638073837,3.119356177,2.851998837,4.065227623,2.153805336,3.379898164,3.904002316,4.680324357,4.368069877,3.932628157,2.956056652,3.084064265,4.039138394,4.375039431,3.586164246,4.763411574,2.659924558,3.410069692,4.106850796,2.82984956,2.885574364,2.684818738,2.659924558,1.906890596,2.841973119,3.423578171,3.929790998,3.548436625,3.685940148,3.370164281,3.381283373,4.146492307,3.716990894,3.627606838,3.3305584,4.831370588,2.671293372,3.57167681,3.906890596,3.221877081,4.168321116,3.465974465,3.473786912,2.827819025,4.095080492,3.456806149,3.198494154,3.713695815,3.465974465,2.693765712,4.682011391,3.793895883,2.280956314
CCL8,NM_005623.2,Endogenous,2.61117238,3.085764554,2.841973119,2.883620816,3.341985747,2.283921772,2.895302621,3.566815154,1.831877241,2.503348735,2.952333566,2.625270489,2.86393845,3.09085343,3.876762491,5.663629259,1.757023247,2.788685711,2.963474124,2.280956314,2.166715445,2.831877241,4.510961919,2.475084883,1.613531653,2.855989697,1.855989697,3.250961574,2.286881148,2.014355293,2.22342255,1.464668267,2.657640005,3.66106548,2.192194165,2.310340121,2.853995647,2.513490746,3.321928095,3.051372102,2.3950628,1.895302621,3.723558561,2.671293372,2.87774425,3.906890596,2.771885579,3.246408087,2.007195501,1.50589093,2.422233001,2.813524689,2.998195503,2.61117238,2.107687869,1.90303827,1.90303827,3.442280035,2.192194165,2.280956314
CCR1,NM_001295.2,Endogenous,5.432291338,7.102658131,4.814037648,6.557808299,7.876578337,5.162290614,5.865423978,5.067810784,6.822347758,5.964167561,5.998872454,4.319762428,6.354205296,4.854993017,6.788294188,7.683345562,6.436794812,6.06371864,6.930619079,5.757289992,6.901228945,6.516015147,5.794415866,5.719457275,6.759155834,5.837691,6.329482431,7.972520347,5.867649406,5.8008999,5.370164281,5.776103988,7.523797159,6.690696444,6.026357447,6.584060534,6.075104722,5.516330387,6.662347939,7.376602952,4.731726323,6.00966069,5.111448698,6.295171992,5.74443023,5.683134985,6.131342539,7.051045762,7.073606041,4.054848477,6.489607157,6.694462363,6.372603915,6.031218731,5.995710629,7.322288724,4.915520901,5.969472865,4.701549057,6.784896535
CCR2,NM_001123041.2,Endogenous,8.706219712,9.908482693,8.87897051,9.149493102,8.845113647,6.761684194,7.156133652,5.471837762,9.798779586,10.30543479,8.353146825,7.958494716,7.379638289,8.504540947,9.472142491,8.284800971,9.269290347,9.66370041,8.255123015,8.74996996,10.05245937,9.936034236,5.547819957,8.804776378,9.591578445,9.223591485,8.930648645,10.22589427,8.13422094,9.066950244,9.094869433,8.190170369,10.56233784,10.06076347,8.921959917,9.386940245,8.98421906,7.054631449,8.585525943,9.572359168,6.429950657,9.381521321,9.022034845,9.114991613,9.916178043,6.455656002,9.28861234,9.939109013,9.469051596,9.612481516,9.428778891,8.325440385,8.90140998,9.248354564,8.985130373,9.916148179,9.698340041,8.619046127,7.988968654,8.787706705
CCR3,NM_001837.2,Endogenous,5.201241771,6.49217366,5.755421735,5.629939409,4.399854674,4.289834465,4.841973119,5.283921772,4.930264245,6.18070484,5.450221496,6.163901214,6.618825953,5.188638295,5.87036472,6.228049048,5.49217366,5.221877081,5.100557221,4.950468414,5.940636607,5.56924803,6.662063046,6.585263031,5.253611152,5.06436554,6.163699987,5.087462841,4.403267722,4.428276414,4.635173947,3.64038956,4.00270252,4.882153917,5.859224162,5.029011087,5.261530815,5.274261661,7.325800137,5.178714641,6.226123143,6.145066014,5.450551443,5.772941338,5.970163425,5.516645558,7.531303475,6.015247774,5.735251376,5.762348816,6.802580986,6.973726062,5.08491466,4.785550552,6.811085644,4.399854674,5.454833907,6.22881869,6.275938239,5.425929205
CCR4,NM_005508.4,Endogenous,7.770036139,6.702657543,8.2553591,7.304237225,6.742006211,6.97188838,6.627315001,7.306152852,8.004220466,9.248734058,7.667821181,8.290571851,6.583910152,7.537994878,7.902254508,7.262564702,7.588564737,7.505970301,6.760220946,6.717676423,7.902133891,7.732133499,8.511871227,8.527085979,8.413035499,7.684888851,8.518299077,7.628919374,7.314696526,7.286511558,7.617577661,5.971313624,8.085180305,8.078684546,8.489245876,6.972692654,7.04187814,7.886367238,8.485587833,7.871597266,7.025139562,8.028182348,7.704249502,6.306152852,8.994098821,7.05039286,8.802193217,7.873444113,7.475165967,8.817463376,9.053980168,6.722192761,7.626877135,8.466178451,8.064203842,8.109099329,8.830071476,8.11504365,8.511159644,6.716030607
CCR7,NM_001838.2,Endogenous,10.3367297,12.82287153,10.46693295,9.988769883,10.34625886,7.939109013,8.804582801,11.5055734,10.54482923,11.20717909,10.3373543,9.739088625,9.597195937,9.476665208,11.04456488,10.85786439,11.60761235,9.940387015,9.27668276,11.15965063,10.71334355,10.18977515,9.971155526,9.094790278,9.426851779,10.10298612,10.12227151,10.06888574,10.78378403,9.396497752,11.17474471,10.79051956,10.48612104,10.57107948,11.32957773,10.54711625,12.23225302,11.23983717,9.695263097,10.17045089,11.2390316,9.779735768,11.1708264,10.54019586,11.20263811,11.33878651,11.27916946,11.10614414,11.64147829,10.87909308,10.30494448,11.47515076,10.85472037,10.38477296,11.29406355,10.51149571,11.25924894,10.36968458,9.499228026,8.899387136
CD163,NM_004244.4,Endogenous,3.116031993,2.769771739,4.373648211,3.642701572,1.500802053,3.564378169,2.077242999,2.682573297,4.338424415,2.687060688,4.247168,1.722466024,3.67468662,3.554588852,6.752079531,5.008988783,4.324090516,3.681449265,3.3950628,3.124328135,3.19061486,4.362469889,4.204766751,2.82374936,4.012568674,4.302319051,3.90303827,2.659924558,3.469885976,3.63343121,3.790772038,3.917431755,2.438292852,5.362469889,3.023255352,3.891419187,3.370164281,5.516330387,4.34269696,4.069530325,3.627606838,4.387500406,3.723558561,3.69265037,3.456806149,4.547819957,4.207892852,4.941106311,3.592158002,2.22342255,4.269781238,2.813524689,1.584962501,4.888499736,3.448900951,5.159064009,2.883620816,3.442280035,3.865918815,1.650764559
CD4,NM_000616.3,Endogenous,5.250582665,5.063934306,6.204571144,5.553667688,5.159467729,7.238882374,7.23227701,6.04592344,5.616769366,5.425929205,6.395576977,5.720552092,5.563463237,5.802451741,6.788294188,6.063287212,5.453517579,8.11050941,6.319220503,5.473786912,5.298291731,6.01368557,7.303324127,5.285772093,5.697940583,5.598424761,5.362469889,5.132165525,4.455491621,7.45228243,5.685099172,4.683696454,4.354028938,6.577881959,5.297558281,5.914803677,6.20261362,6.834028535,6,6.057233635,4.806839582,7.599912842,5.233811384,5.741197299,6.270528942,5.901590992,6.078951341,6.10706011,5.788685711,5.687340687,5.662490364,5.622637567,4.698218478,7.191306019,5.837691,6.100977648,5.676662335,6.48864354,5.632559052,4.430954271
CD40,NM_001250.4,Endogenous,7.470699541,5.947899886,6.320484678,6.101608059,6.138937309,5.901590992,6.436628267,5.638073837,7.175724185,5.526694846,6.188836073,5.704871964,6.881297537,7.341718952,7.244221105,6.182890893,6.906048778,6.867031576,6.177319866,6.960581211,6.753684755,7.002477504,4.97819563,5.198886991,7.224966365,7.518062976,6.759422186,6.612942196,6.948717641,6.663486946,6.984931073,6.969933275,6.496654083,6.8928767,7.278077701,6.94976836,6.794545833,7.054631449,6.357552005,6.13401553,5.011227255,6.801417366,6.382148453,6.702934532,6.270528942,6.149340669,6.856612273,7.34269696,6.31124879,6.660209873,6.475409193,5.789207575,6.552131108,7.07585348,6.287804709,7.346779643,5.91336816,5.85124932,5.93191939,5.123086751
CD40LG,NM_000074.2,Endogenous,7.899236064,8.801190997,7.751945682,8.618312081,9.26080195,7.338780944,7.842601772,6.455491621,8.425971153,9.2301886,8.512621961,7.655423389,7.135965742,7.443192215,8.364572432,7.785158177,8.22650853,8.599466579,7.291493053,7.068240861,8.899145413,8.829151886,6.462543171,7.306973057,8.418822422,7.826548487,8.295998462,9.304442592,7.435961895,7.531537419,8.040837649,6.405822221,9.50918118,8.759954742,7.938109326,8.788065751,7.847809043,7.002590016,8.332886917,8.82279387,7.216454865,7.945736443,7.844988157,7.355967689,8.67030217,6.455656002,8.663913842,9.031163581,8.749031382,8.571411361,9.061074117,8.192884568,8.469194085,8.129592133,8.373126158,8.413670236,8.743689989,8.72376332,7.259837401,6.733489926
CD55,NM_000574.3,Endogenous,5.704041955,6.352264173,5.755421735,5.34269696,6.347665656,5.590362488,5.696550301,6.363521544,5.45779126,5.169524197,5.780310099,5.172327492,5.330199833,5.716716592,6.556122818,5.789729251,5.671010241,5.516330387,5.755421735,5.593951284,5.797272432,6.118941073,5.736604875,4.572889668,5.659068275,5.598424761,5.737686761,5.870118084,5.369117459,5.839707698,6.14404637,5.799346388,5.779785005,5.61205756,5.859224162,5.376776572,5.959538341,6.462379572,5.910252963,5.443275112,6.226123143,5.718361626,6.090641752,5.027242536,6.031439309,7.222553427,4.99095486,5.917431755,5.865423978,5.712870868,5.559797696,6.828199968,5.552131108,6.335032987,5.529196268,5.51696066,5.424586226,6.22881869,5.199279721,4.430954271
CD86,NM_175862.3,Endogenous,2.272023189,2.114367025,4.5360529,3.313245852,3.966245873,4.171527106,3.323370069,4.110196178,5.230356745,4.048759312,4.408032466,4.360364277,2.86393845,4.268284667,6.424418266,5.373300197,5.049195106,4.228049048,4.917909074,3.952333566,4.731183242,4.980939266,3.572889668,5.6114675,5.145677455,5.773205157,4.809928866,4.408032466,5.069100632,4.018812186,4.203984166,4.470536865,3.642701572,5.857483428,3.654206378,5.269781238,4.138323004,5.087038457,4.993674362,4.589763487,4.054848477,4.257010618,4.023255352,5.269407241,4.037382222,4.363871925,5.064796646,5.698774109,3.176322773,3.792855352,4.3950628,4.255500733,3.904965719,5.030777472,3.82984956,6.193968819,4.396433531,3.442280035,5.051807107,7.258518925
CDC42,NM_001039802.1,Endogenous,13.95125375,12.48634231,13.51000876,13.97742841,12.7506065,13.52672907,13.93459482,11.92519094,13.75895396,13.72276485,13.47101849,13.74567222,13.26244432,13.9642488,12.70321579,13.17610924,13.96523505,13.97691849,13.83600793,13.70708299,13.56782301,13.79014788,12.43736976,13.79385728,13.71783919,13.91834803,13.91926652,13.81092604,13.80965158,14.05483322,13.75258867,13.76094652,13.62235273,13.56393626,13.83953155,13.60516233,13.10344355,11.87071533,12.96315799,13.80888174,12.63963238,13.97783085,13.65026755,13.75236287,13.79668961,11.57550616,13.88134438,13.53413506,13.1690246,13.81095013,13.65263662,11.96769459,13.88311578,13.78956217,13.48685513,13.69662202,13.74752587,13.70135087,13.84128227,13.379955
CEBPB,NM_005194.2,Endogenous,9.520913278,8.720962434,9.938535748,9.774144621,9.192564065,9.676944359,10.10151614,8.690417096,9.840730725,9.711701384,10.07404778,9.986382491,10.16191287,10.19661442,10.17563687,9.917580934,10.02796127,9.951503289,9.845505732,9.732014751,9.749685099,10.09453959,10.43133045,9.437710466,9.944697422,9.962013928,10.21522963,9.704854677,9.57761765,10.14331943,9.862885275,10.21669736,9.798488002,10.09874272,9.855304553,9.986738008,9.549380387,9.216139556,10.16152243,9.855647166,8.94383344,10.00763002,9.714863683,9.607200835,9.832526131,8.707531693,9.782949081,9.738632747,9.380439419,9.894544959,10.3888891,8.503905223,9.825658445,10.37592998,9.772759934,9.985429273,9.646756696,9.713609905,10.21904748,8.783489395
CFB,NM_001710.5,Endogenous,3.116031993,3.456806149,2.841973119,2.61117238,2.477677328,2.283921772,2.62058641,4.503984704,1.545968369,2.851998837,3.85698569,2.153805336,2.698218478,3.263034406,4.517905554,3.510961919,2.797012978,1.819668183,2.831877241,1.963474124,3.19061486,2.558267634,4.365972428,2.82374936,2.358958826,1.807354922,2.166715445,2.885574364,2.498250868,2.475084883,2.482848283,1.867896464,2.845991771,2.901108243,2.666756592,2.98550043,3.217230716,4.473137488,3.321928095,3.051372102,2.739848103,2.46727948,4.023255352,2.528571319,3.331991778,4.152994605,2.771885579,2.392317423,2.813524689,3.212569339,2.422233001,3.708187236,2.319039816,2.833902077,2.435628594,3.206330648,2.883620816,3.070389328,2.748461233,2.280956314
CFD,NM_001928.2,Endogenous,4.422905743,6.423914268,5.150965784,3.910732662,5.043956873,4.596935142,5.484782623,6.04592344,5.654206378,4.407352751,5.998872454,5.952566541,4.981852653,5.561020578,7.270061673,5.489286023,5.196921734,5.782932705,6.050066298,5.856736756,5.459103696,5.412442825,5.849999259,5.780572574,5.11727946,6.403608584,5.713970692,4.945326777,4.77452353,5.04176865,5.55059289,5.315058966,4.584361253,5.757289992,6.006522446,6.359134582,6.638073837,7.601399391,6.056800263,5.766595162,5.664198369,5.561020578,5.346247774,5.741197299,5.289096702,6.544887178,6.131342539,6.905326829,6.197314999,5.273142859,5.662490364,6.483654573,4.319762428,5.812498225,5.56315813,6.021923839,4.457462965,6.180505944,6.13627343,4.247927513
CFL1,NM_005507.2,Endogenous,13.99392286,12.4926043,13.64528127,14.03814395,13.38946464,13.99576627,13.97604942,12.00729713,14.02678796,13.74049651,13.87347103,13.93779862,13.779114,13.94343605,13.50088295,13.85965222,14.08559113,14.12231439,14.00084684,13.92758447,13.78040341,13.78240345,13.13036302,14.14615894,13.74332288,13.87368441,14.16736326,13.94522068,14.06610854,14.11437353,13.8660425,13.89470221,13.71945834,13.69128225,13.92221179,13.87284511,13.53223902,13.72988942,13.8057741,14.0736278,14.06871027,13.94339393,13.88404743,13.90723338,13.88229437,13.00816597,13.89149608,13.87918979,13.42054451,13.87136336,13.76270592,12.72765673,14.06427711,13.85760395,13.67045488,14.0522768,13.84416926,13.87102638,14.06276714,14.39247575
CREB1,NM_134442.2,Endogenous,10.53368014,11.18379664,10.61379867,10.58230196,10.85277917,10.38120765,10.50646627,9.932318114,10.62840908,10.780753,10.68539707,10.48176917,10.61226034,10.3823106,10.6973325,10.65360644,10.72267948,10.53557672,10.49118169,10.75553857,10.74981916,10.66662346,9.980525197,10.39084607,10.65052225,10.57511375,10.55019846,10.64957953,10.62849111,10.45134507,10.78844102,10.58716806,10.76725753,10.63473846,10.6351558,10.59310162,10.89671082,10.88284935,10.43778328,10.55753071,10.34500598,10.65549495,10.81767921,10.54826321,10.64983099,11.37572368,10.68625539,10.71246682,10.66489167,10.60391374,10.65049532,11.16224025,10.73307466,10.82442578,10.72199632,10.55685088,10.65893443,10.5980525,10.51101135,10.08821847
CRP,NM_000567.2,Endogenous,2.61117238,2.769771739,2.568032105,2.883620816,2.220329955,2.992768431,2.895302621,4.503984704,3.008988783,2.687060688,3.613531653,2.485426827,2.86393845,3.09085343,3.203201156,2.987320866,3.393690764,3.10433666,3.084064265,3.124328135,2.767654798,2.831877241,3.280956314,2.475084883,3.099295204,2.855989697,2.641546029,2.885574364,2.684818738,2.475084883,2.700439718,2.653060017,2.438292852,2.286881148,2.192194165,1.989139007,2.853995647,4.750606505,3.9202933,4.169925001,3.925999419,1.895302621,4.667892125,2.370164281,2.87774425,4.152994605,2.771885579,3.246408087,3.707082992,3.061776198,3.14404637,3.914564523,2.582556003,3.198494154,3.294253136,2.477677328,2.475084883,4.682011391,2.584962501,1.195347598
CSF1,NM_000757.4,Endogenous,5.991635216,6.46515823,6.774918807,6.074462621,6.948250409,6.527789752,5.463687842,6.623662052,6.107269394,7.162995472,6.048759312,6.175524601,6.583910152,5.745775149,6.424418266,7.822475232,5.799864411,6.267161218,6.566815154,5.593951284,7.060371694,6.416164165,7.788946667,7.161283075,6.573647187,6.360364277,6.109987319,5.580145484,5.923862268,6.309612772,6.217036793,4.95373085,7.090430042,6.345005983,6.328046556,6.133810091,6.030115331,7.200457271,7.141085319,5.700717133,6.977165419,6.39848719,6.024585638,5.10433666,6.128045891,5.967629753,6.771225336,7.004051885,7.236301267,6.844486088,6.660780334,7.04144013,6.337354298,6.851499202,6.630376347,6.081510068,6.596189756,5.911691582,6.121429909,7.617651119
CSF2,NM_000758.2,Endogenous,3.912649865,4.698218478,4.934988202,3.783456654,3.581351247,2.845991771,2.462052319,6.04592344,3.853995647,5.574707046,5.29351763,4.584361253,4.19061486,3.554588852,5.081510068,4.659353759,4.324090516,3.941106311,2.831877241,3.952333566,4.292045492,3.586164246,6.00495076,4.704871964,4.012568674,4.952799478,4.336283388,3.403267722,3.252476214,3.54225805,3.586164246,3.64038956,3.742006211,4.440952198,4.165107985,3.891419187,3.370164281,4.311067102,5.563463237,3.051372102,4.946262984,3.866907978,4.483493351,3.397802962,5.562547724,4.857483428,4.952799478,4.941106311,4.329123596,5.010332283,5.016139703,4.399854674,3.319039816,3.613531653,4.302319051,3.206330648,5.393347551,5.580748492,4.740387932,3.192194165
