Marker Name,Accession,Code.Class,FC1D4.001.B2W2,FC1D4.002.B2W4,FC1D4.004.B1W1,FC1D4.007.B1W1,FC1D4.008.B4W1,FC1D4.010.B1W1,FC1D4.012.B1W1,FC1D4.013.B4W1,FC1D4.015.B2W2,FC1D4.016.B2W4,FC1D4.018.B2W2,FC1D4.020.B2W2,FC2D4.001.B2W4,FC2D4.003.B1W1,FC2D4.006.B1W1,FC2D4.007.B2W4,FC2D4.009.B1W1,FC2D4.011.B1W1,FC2D4.012.B4W1,FC2D4.014.B1W1,FC2D4.015.B2W4,FC2D4.017.B1W1,FC2D4.018.B2W4,FC2D4.020.B2W4,FC3D5.001.B4W1,FC3D5.003.B2W4,FC3D5.006.B2W2,FC3D5.008.B1W1,FC3D5.009.B2W2,FC3D5.011.B2W2,FC3D5.013.B1W1,FC3D5.014.B2W2,FC3D5.015.B4W1,FC3D5.017.B2W2,FC3D5.019.B2W2,FC3D5.021.B1W1,FC4D5.002.B2W2,FC4D5.003.B4W1,FC4D5.006.B2W4,FC4D5.008.B2W2,FC4D5.009.B2W4,FC4D5.011.B2W4,FC4D5.013.B2W2,FC4D5.014.B2W4,FC4D5.016.B1W1,FC4D5.017.B2W4,FC4D5.019.B2W4,FC4D5.021.B2W2,FC5D5.002.B4W1,FC5D5.004.B2W2,FC5D5.006.B4W1,FC5D5.008.B2W4,FC5D5.009.B4W1,FC5D5.011.B4W1,FC5D5.013.B2W4,FC5D5.015.B1W1,FC5D5.016.B2W2,FC5D5.018.B1W1,FC5D5.020.PRE,FC5D5.021.B2W4
JUN,NM_002228.3,Endogenous,9.624996451,9.218781168,9.610175903,9.412654522,9.518062976,12.81542933,8.859596903,10.61483865,8.281883675,8.192884568,8.218054601,7.731522691,9.779522387,9.975747678,9.403800283,8.679867112,8.918475684,9.584962501,8.302501844,8.592942837,9.580465863,8.765700488,10.50892378,8.201682865,9.388878339,8.22602678,8.9863256,8.697349877,12.26605447,9.121144948,8.686360453,8.400580622,8.50589093,7.530445355,7.794870698,9.178689746,8.951343004,8.883345886,9.724053345,10.44890095,10.42766902,9.492754499,8.579429086,7.683485929,7.680254021,8.586689695,8.606553269,8.704076548,9.92494608,9.084861525,8.522581531,9.210159918,8.669948004,9.682661075,9.197683589,8.839203788,7.911811402,8.837028657,9.473340464,8.639015048
KEAP1,NM_012289.3,Endogenous,7.221683781,7.463851293,6.546585829,6.91910168,7.678424083,7.573647187,7.041001987,7.655638049,7.262658655,6.988457473,7.425173933,6.987320866,7.722807531,6.594697827,7.461479447,8.132731056,7.042534906,7.499208091,7.417346217,7.677155841,7.453682186,7.043191372,7.200162974,7.206526016,7.440287821,6.96127604,6.675674816,7.208575784,7.307701737,7.192194165,7.216163813,7.077563467,7.241363527,7.177319866,7.139039668,7.231989133,7.401988775,8.21853902,7.426264755,7.344650989,8.435253538,7.038699551,7.346691012,7.510249887,6.743353391,7.831117195,7.423494135,7.451705665,7.56208975,6.900987531,7.228433921,8.192884568,7.440453944,7.344295908,7.470048726,7.346779643,7.037821465,7.539081245,7.05017516,7.601845057
KNG1,NM_000893.2,Endogenous,3.314696526,2.937344392,3.267535798,3.642701572,1.90303827,2.283921772,2.62058641,2.682573297,1.545968369,2.687060688,3.320484678,1.722466024,2.513490746,3.263034406,3.578938713,3.184280294,2.192194165,2.788685711,2.137503524,1.963474124,1.731183242,3.060047384,3.815575429,2.475084883,1.906890596,3.085764554,1.855989697,2.3950628,2.286881148,1.333423734,1.906890596,2.435628594,1,1.843983844,3.023255352,1.989139007,2.364572432,3.012568674,3.496973581,3.576522138,3.627606838,1.895302621,2.827819025,2.528571319,2.687060688,3.608809243,2.114367025,3.780310099,3.465974465,2.702657543,1,3.914564523,1.584962501,3.198494154,1.070389328,2.695993813,2.475084883,4.373648211,1.650764559,2
LIMK1,NM_002314.3,Endogenous,9.475003794,8.671788718,8.840683524,9.11337754,8.821997144,8.894544959,9.120445258,8.443150765,9.217230716,8.725400344,9.492754499,8.942162586,9.978867731,9.552957224,9.808047121,9.298475035,9.189256262,9.290203205,9.103890991,9.358431429,9.120082322,9.135606691,9.126807703,8.92919922,9.038699551,9.6574971,9.509438534,8.416417543,8.88658063,9.154261172,9.106929293,9.426453467,9.119667427,8.971974574,9.024280889,9.243673841,9.073097205,9.931387586,9.708618352,8.493895468,8.649399901,8.997574686,8.700786478,9.504322448,8.641076325,10.2343145,9.062423969,9.054387253,8.827755524,8.682046516,9.297122619,9.624594433,9.039165817,9.028762515,9.000732433,9.171977378,8.571107931,9.52362076,8.799670174,9.235128684
LTA,NM_000595.2,Endogenous,8.031990609,8.503388491,8.60518317,8.132474024,7.605775805,8.031549586,7.292781749,8.746144783,8.3850427,8.873874703,7.819093341,8.061452203,7.379638289,7.732811872,8.44613214,8.295493453,8.516172776,8.364528661,7.214319121,8.345715709,8.537917249,7.968897145,8.347842794,8.267208046,7.27714789,7.556812571,8.183585761,8.145218899,8.576597717,7.709773108,8.736841607,7.720552092,7.998026216,7.846806693,8.747420969,8.538538164,8.841375645,7.886367238,7.778602845,8.073713141,8.066250677,8.057937587,8.484258995,8.105122798,8.87369018,7.326788992,8.89593875,9.007559942,8.458775699,9.067676358,8.15916495,7.687480667,8.597419437,7.914145909,8.897845456,8.413670236,8.957247175,7.735522177,7.968494005,7.819987442
LTB,NM_002341.1,Endogenous,12.22932355,13.52032648,12.27803994,11.67885098,12.49502054,10.55445455,10.22227568,12.46161246,11.69726299,12.39359424,11.73910129,11.35112696,11.48169854,11.45980556,12.29907061,11.62016941,12.09635938,11.61224651,10.45041741,12.07728974,11.66879636,12.07239391,12.56065525,11.28041121,11.92737428,11.77091162,11.7387805,12.0418884,11.73134873,11.01968107,12.32233661,11.47446646,11.7032331,12.01982004,12.12565239,12.33264081,13.17448101,13.3568027,12.10523741,12.11761388,13.16931122,11.47020129,12.27815322,11.41228403,12.49036956,12.5302405,12.23893311,12.52597342,13.08556043,12.76542908,12.10593469,12.59559783,11.88511674,11.63758489,12.29441111,11.88884216,12.7541192,11.83037259,11.78520314,10.41236872
LTB4R,NM_181657.3,Endogenous,8.418948884,10.44380347,8.87897051,8.139039668,10.08486152,9.354447753,8.958146674,9.57017828,8.39609097,8.470984181,8.420970763,8.409984865,9.657300583,8.298337559,9.397952665,8.877130729,8.282671463,8.978567469,8.847057346,8.834755453,8.743555359,8.584474006,9.657389913,7.780835002,9.015888903,8.093813673,8.381542951,9.02671708,8.281744608,8.669062209,8.824131379,8.80793446,8.66835318,8.495855027,8.196626714,8.557616866,9.092413601,10.1595308,9.191626802,8.830515207,10.34500598,8.855211099,8.041604399,8.669452026,8.489125429,11.6414512,8.224194664,8.516093963,9.640570319,8.492654371,8.67793101,11.14696318,8.798406996,8.953439861,8.924278073,8.503587256,8.067004043,8.415276989,8.438708698,7.865733271
LTB4R2,NM_019839.4,Endogenous,9.13139399,10.65728272,9.670355287,8.863442934,9.992088609,9.403054643,9.545234792,9.948250409,9.045841553,9.205695519,9.59275601,9.107635566,10.09311381,9.13442632,9.958567215,9.651392586,9.132294075,9.642503029,9.402287298,9.389910925,9.282347131,9.356297898,10.23655241,8.333289548,9.33915966,9.211498982,9.398166498,9.51220713,8.745102846,9.268939608,9.460619713,9.565616215,9.50918118,9.146950459,9.172052409,9.299093514,9.821726157,10.38979265,9.984247547,9.122232679,8.85810536,9.514359007,9.088258226,9.253942007,9.201707366,10.37474608,8.89593875,9.555413561,9.685291939,9.411129609,9.657622143,10.79023445,9.421686167,9.511396877,9.557597721,9.099295204,8.850155576,9.67930415,9.110744289,8.438001688
LY96,NM_015364.2,Endogenous,6.776630423,6.409900033,6.708463165,6.903761365,5.195741293,6.248496886,6.072748952,5.92243574,6.364747506,7.978310052,6.706254254,6.666614587,6.297741678,6.056583528,7.078737909,7.616989855,7.190812368,6.445594291,6.535430915,6.457298789,6.57167681,6.946262984,6.532161085,7.243269208,6.947899886,6.583308465,6.688040447,5.896029603,6.207502459,6.117695043,6.709566354,6.53496425,6.284106911,7.09771613,7.183982678,6.829595899,7.428360173,6.21023299,6.528102429,5.8899602,5.780572574,6.613973587,6.832003877,6.669593751,7.496733964,4.857483428,7.865856969,7.183288001,6.827692021,6.966015097,7.220039684,5.3652726,6.372603915,7.108210793,7.081403545,7.330468767,7.511436412,6.638942669,7.266505469,6.445097638
MAFF,NM_001161572.1,Endogenous,5.93239194,6.702657543,6.130313146,5.592158002,8.362645218,9.719919252,5.766330131,10.70664278,5.154210531,5.399854674,6.356495988,5.195347598,9.306813609,7.080444483,6.752079531,7.125981654,5.196921734,5.643567622,4.817111573,6.717676423,5.885086225,6.263785614,10.22083779,5.34091827,6.384740587,6.292965755,5.915042791,6.111240021,6.567423758,5.61205756,6.125155131,6.727375939,5.184677021,6.274261661,5.392317423,6.092757141,7.310612782,8.307064162,8.355703467,7.958668706,8.817815093,5.925999419,5.547819957,5.788424707,5.111031312,7.621539096,5.41379715,5.441284272,8.338468986,5.403949364,6.262846543,6.722192761,5.457134594,6.353146825,6.723558561,5.3652726,5.040892431,6.364572432,6.076388069,5.258518925
MAFG,NM_002359.2,Endogenous,6.206526016,7.379898164,6.297925053,5.960928667,6.9375798,7.049739663,5.865423978,7.40173285,6.307428525,6.101397952,6.881542269,6.186857067,6.965207091,6.311975314,7.078737909,6.43496176,6.269033146,6.388533979,6.00495076,6.56422572,6.071033244,6.286511558,7.911571752,5.819923596,5.927185358,6.042863176,5.614709844,6.197511592,6.507160349,5.91432533,6.180903709,6.125155131,6.453682186,6.225159226,6.026357447,6.269594252,6.622930351,7.473381056,7.101082735,6.083213368,7.335390355,6.217036793,6.711219557,6.057666877,6.336818943,7.515226746,6.323550215,7.265193076,6.827692021,6.433627167,6.388189537,7.338959175,6.206916673,5.888986721,6.723558561,6.729416815,6.172327492,6.775182264,6.013908845,6.437960088
MAFK,NM_002360.3,Endogenous,9.591933685,10.70407655,10.27783368,9.291493053,10.61366056,9.761650954,10.10826308,11.19782486,9.572150704,9.32244647,9.694131496,9.278960467,10.32696871,9.593652558,10.24890006,10.11542086,9.326541842,9.557731729,9.80880333,9.700561094,9.560619434,9.533446545,11.07180422,8.668565926,9.583834955,9.536577492,9.427710919,9.673238397,9.510190536,9.521168548,9.889640849,9.742410497,9.911406969,9.589108044,9.698531047,9.848106482,10.44588393,10.79565819,10.28262513,9.892998093,10.34343003,9.637639225,9.432124273,9.305172551,9.678142347,10.6706828,9.41715631,9.913936556,10.52819036,9.886169061,9.819380791,10.62918356,9.870965717,9.803113999,9.726609865,9.61526179,9.49093108,9.51879083,9.355505269,8.824990553
MAP2K1,NM_002755.2,Endogenous,10.34524999,9.331118483,10.18308946,10.46339154,9.525227151,9.93809462,10.18046865,7.693905069,10.18059296,10.2044611,10.05892525,10.3166662,9.594268612,10.15370402,9.790315912,9.724155693,10.22146629,10.32560903,10.170526,10.11517373,10.04771014,10.25478062,8.888834556,10.23122118,10.39665829,9.849358183,10.17440142,10.44444552,10.08370535,10.36081417,10.08991387,10.15887473,10.11607099,10.12574924,10.11043111,9.89831418,9.525207571,9.1094128,9.588471043,10.34899366,9.527809296,10.2404813,10.08693234,10.11834415,10.30452245,9.145677455,10.22760391,10.11510869,9.851483586,10.35141411,10.22424291,9.09816371,10.19104687,10.16733033,9.813973538,10.24757154,10.37179842,10.20760007,10.35676006,9.667164777
MAP2K4,NM_003010.2,Endogenous,9.17990909,8.149035756,8.966937979,9.178390974,8.69411408,8.566929287,9.041577022,7.093496795,9.244910838,9.131625494,8.991833593,9.038370332,8.502513601,8.848529053,8.7420736,8.556850881,9.277612871,9.118863227,9.091356043,9.04709664,9.31955923,9.113481728,7.065766163,9.027048969,9.154691551,8.908272516,8.968839561,9.244934616,9.09325909,9.190392632,9.123629988,8.966418931,9.271859831,9.08294736,9.266950474,9.06608919,9.081403545,7.153501365,8.389265645,9.044721967,7.938403424,9.035431464,8.916625922,8.959480382,9.292160557,6.956056652,9.233811384,8.870333892,8.880991564,9.106641452,9.046878442,7.246408087,9.247808866,9.160879862,8.881083362,9.181077697,9.218030376,9.112465571,8.851936392,8.62029315
MAP2K6,NM_002758.3,Endogenous,9.254249162,9.835482004,9.436211821,8.977451663,9.901228945,9.201731867,8.948776035,7.03496399,8.821008593,9.2301886,9.315738297,8.549284113,9.061992154,8.591522347,9.537393144,8.530055131,9.004501392,8.757056592,8.770531757,9.148730779,9.368550113,9.021396441,8.367021533,8.579617646,9.212715235,8.576786648,8.661991815,9.377839538,8.900685705,8.527594294,9.213298673,8.869100266,9.115069668,9.133707361,8.867927343,9.217545787,9.517059115,9.56924803,9.310317397,9.351447239,9.739173031,8.888712812,9.08015131,8.680007818,8.99921081,10.17616068,8.842004558,9.042835823,9.687043187,8.745170091,9.248354564,9.910417877,9.167443236,9.27714789,9.450345235,8.968551603,8.852997588,9.053410056,8.923773151,8.677261571
MAP3K1,NM_005921.1,Endogenous,10.81427803,11.41850622,11.6853226,10.83210676,11.04416868,10.46807415,10.25076029,11.10853099,10.65732738,12.23855999,11.37760098,11.13104666,10.70128047,10.54474231,11.36672655,11.14379135,10.89205703,10.47350282,10.51416172,10.83849487,10.82198121,11.23381138,11.19361776,10.8029525,10.99591551,10.94401653,11.00455055,10.81301957,10.77167929,10.40193546,11.20589708,10.73336282,10.83307192,11.34069578,11.16626353,11.22172607,11.73482391,11.38035283,11.44659742,10.79104076,10.63645243,10.84650899,11.31087403,10.70390357,12.04492342,11.24040378,11.32014053,10.95390542,11.78729451,11.65737651,11.6103974,11.13411182,11.03574761,11.11644794,11.6402359,10.76363565,12.04214841,11.38385547,11.43020163,10.06358383
MAP3K5,NM_005923.3,Endogenous,9.78404587,9.82624657,9.476705707,9.340606774,9.676327359,9.476948673,9.422043735,8.509062386,9.32062006,9.402521808,9.545794661,9.333960351,9.996713565,9.09244003,9.885269297,9.565977904,9.162567563,9.341830123,9.47988129,9.748293499,9.636298346,9.472629922,9.407119025,9.526636166,9.955722549,9.684012185,9.329370305,9.081616583,9.255807556,9.089265084,9.015275655,9.713901978,9.53348548,9.718926674,9.344184927,9.743824607,9.270248599,9.697593138,9.75443659,8.927274264,9.012875906,9.313291207,9.096319841,9.518476127,9.335345689,10.49993555,9.379768232,9.694967225,9.515364747,8.935842765,9.838715457,9.777879937,9.34402954,9.588114949,9.099663407,9.455409423,9.177718511,9.36538197,9.299322513,9.567214579
MAP3K7,NM_145333.1,Endogenous,10.78531351,11.09824268,10.7093251,10.62024732,10.72381451,10.42812983,10.47418251,10.34097389,10.56083912,10.86316413,10.90766433,10.50592069,10.74018552,10.62548055,10.83562411,10.70644421,10.70428409,10.45885771,10.64852836,10.79917637,10.67181525,10.75301613,10.31023786,10.3561218,10.62435682,10.8079586,10.60376542,10.65244168,10.65925563,10.50442177,10.78394768,10.79195241,10.7406662,10.83722581,10.57993814,10.66691633,10.93239194,10.62104451,10.55585449,10.36369674,10.03706643,10.64573048,10.69022501,10.60184506,10.77759232,10.66571786,10.59757773,10.77322164,10.67734086,10.53502259,10.76397585,10.86991766,10.77805248,10.86690025,10.78821261,10.47397965,10.65404523,10.8327239,10.37706951,10.22156296
MAP3K9,NM_033141.2,Endogenous,5.593652558,5.547203025,6.18030702,5.629939409,5.849749117,5.590362488,5.160274831,6.04592344,5.499208091,5.927896454,5.947198584,5.385776138,5.301587647,5.802451741,6.279285561,5.290571851,5.704318678,5.254367281,5.361066489,5.832383717,5.420549772,5.139551352,6.497772018,5.137913322,6.081723091,5.265286858,5.422569411,6.133399125,5.522934561,5.138323004,5.63284983,5.346602375,5.82527683,5.268658955,5.767654798,5.765534746,5.780572574,6.013908845,5.940871478,6.030556792,5.398829182,5.533251852,6.153805336,5.177519203,5.861707287,4.857483428,5.848247353,6.424754167,6.02989455,5.737686761,5.912649865,5.052241981,5.641546029,5.585563498,5.809671678,5.195741293,5.934988202,5.423914268,5.333423734,4.762348816
MAPK1,NM_138957.2,Endogenous,11.74086433,11.6782348,11.60136225,11.86319899,11.7001926,11.73869607,11.98819826,10.69724561,11.81820268,11.55503962,11.97975028,11.82611148,11.979761,11.90562392,11.79020593,11.80718182,11.8961848,11.94609846,11.99535732,11.96473434,11.85545251,11.8048288,10.94194259,11.72595412,11.92150253,11.89150273,11.8894127,11.80276272,11.8041754,11.94948751,11.79027925,12.05373586,11.86791576,11.90807733,11.79239175,11.88515869,11.49445061,11.54752116,11.88016128,11.76468088,11.18460264,11.89704374,11.73182389,11.87844181,11.60930804,12.15677518,11.76835803,11.81251427,11.39828409,11.52511946,11.95266846,11.7939162,11.94843659,11.91962686,11.69639816,11.65697895,11.38558203,12.00155598,11.80982841,11.32390481
MAPK14,NM_001315.1,Endogenous,11.21806066,11.90484909,10.87762157,10.86901542,11.24008173,11.22155087,10.87864872,11.57645128,10.9557516,10.8085379,10.9944878,10.85387093,11.38851784,10.66420726,11.53725723,11.25234611,11.07339182,11.01755312,10.92256954,11.39967313,10.97556857,10.99271179,10.99530078,10.62273822,11.11838309,11.09905188,10.83225711,11.00085916,11.12722055,10.89560557,11.13645929,11.19724741,11.09048297,11.13260897,10.96545243,11.05135171,11.21092699,11.88606615,11.3539628,10.80089181,11.62371691,11.03647586,11.00931078,11.15326068,10.86789646,12.71094415,11.05421086,11.06098633,11.1503185,10.63341305,11.12523264,12.05415659,11.11775347,11.19529223,11.22468305,10.94714013,10.76857307,11.27892563,10.83217798,10.66931915
MAPK3,NM_001040056.1,Endogenous,9.962823724,10.57705111,9.813636914,9.819700112,10.02283939,9.518613818,9.884826834,8.509062386,10.08591058,10.37128659,9.948367232,9.878633392,9.835102979,9.891738144,10.05084176,9.420297118,10.0636782,10.0034898,10.00575085,9.953236133,10.01567987,10.11853883,9.388469402,9.946745479,10.08836424,9.570140323,9.839928104,10.1359401,9.869578422,9.694026996,10.01388094,9.689456422,10.05502479,9.983520946,10.0352115,9.976864803,10.11694171,10.22915528,9.854011236,9.925791779,9.825260927,9.891312852,9.919697613,9.852154937,10.3250693,10.85202225,10.09882166,10.03563765,10.1265109,10.0236712,9.922703322,10.48479269,10.05551292,10.06505255,10.17735724,9.972362381,10.17647238,10.11116176,9.789924831,9.63097692
MAPK8,NM_002750.2,Endogenous,9.011478866,9.041056762,8.710840865,9.143000485,8.750305019,8.863752652,9.079831416,9.323887927,9.182617817,9.205695519,8.919995487,8.980425232,8.790152974,8.898147876,8.89926628,8.956463283,9.073016847,8.959103589,8.819125283,9.330580808,9.152842543,8.969530424,8.308703071,8.724070404,8.885543861,8.956230937,8.956201891,9.18814373,8.995795411,8.949826711,9.072936483,8.92252494,9.133373436,9.030308487,9.124457384,8.841941679,9.033643244,8.876117848,8.541406423,8.966332405,8.613236955,8.891449567,9.128149025,8.997010074,9.201707366,9.525794836,9.134734336,9.345493957,8.899356923,8.922257325,9.034936487,9.215047571,8.966188183,8.985785025,9.000732433,8.925791779,9.20026108,8.897996674,8.824926928,8.361110366
MAPKAPK2,NM_004759.3,Endogenous,10.17387698,10.18493731,10.23566723,10.36067154,10.81374913,10.4353994,10.67954168,11.43669072,10.22066853,10.14328116,10.17569924,10.34881666,10.61154127,10.09537065,10.18585416,10.33008776,10.21136513,10.31032876,10.57393115,10.13511926,10.27442475,10.27912302,11.28215018,10.33590392,10.21233831,9.88979293,10.21628509,10.32620475,10.06919464,10.43003432,10.03168742,10.16665269,10.3790859,10.15717006,9.986595811,10.19215717,10.00045077,10.59929919,10.44179261,10.39916041,10.77621094,10.28726219,10.12291856,10.14366382,10.0518207,11.06113489,10.12271154,10.18517278,10.2673134,10.03382217,10.19129368,10.85902222,10.43423206,10.32739545,10.26781667,10.27550764,9.89492384,10.27520498,10.33217085,9.9210078
MAPKAPK5,NM_003668.2,Endogenous,10.10187065,11.40041518,10.25035764,10.00499288,10.7615263,9.946043615,9.935975325,11.59427328,10.00813445,10.14525712,10.3373543,9.832083018,10.56298648,9.85369942,10.44301604,10.60625714,10.14623772,9.869208251,9.959219536,10.22629176,10.22766407,10.18675805,10.67200096,9.561879797,10.054238,10.02387908,9.798115336,9.92306002,9.938476939,9.813444523,10.28072438,10.00886277,10.24885263,10.28994971,10.19404272,10.37624479,10.93545238,11.26905653,10.38049353,9.985770796,11.05672576,10.0390287,10.22945574,9.70528679,10.2334639,11.85599359,10.12701414,10.33018863,10.79873909,10.08107061,10.1049263,11.43798089,10.31605521,10.31818124,10.39957701,9.912051013,10.01675258,10.17102664,9.968321196,9.297374861
MASP1,NM_139125.3,Endogenous,2.885574364,1.411426246,4.09000653,3.910732662,2.695993813,2.680324357,3.228049048,3.566815154,2.070389328,2.687060688,3.320484678,3.08236197,3.145677455,3.797012978,3.876762491,4.196921734,3.932628157,3.240314329,3.084064265,3.653060017,3.19061486,3.257010618,4.023255352,2.970853654,2.700439718,3.283921772,1.855989697,2.066950244,2.03562391,1.713695815,2.700439718,2.653060017,2.657640005,3.66106548,3.023255352,3.155425432,3.217230716,5.183486514,3.321928095,3.051372102,2.739848103,3.455491621,4.271276259,2.370164281,2.211012193,4.857483428,2.771885579,4.941106311,3.465974465,3.349082146,2.422233001,4.095080492,1.996388746,3.028569152,2.927896454,2.695993813,3.577730931,4.373648211,2.748461233,1.438292852
MASP2,NM_139208.1,Endogenous,3.784503983,4.44625623,5.099715999,4.137503524,4.399854674,4.231893162,4.095080492,6.623662052,4.627606838,4.115199749,3.85698569,4.922197848,5.330199833,5.145269857,4.826802684,4.723558561,4.996388746,4.623515741,4.981396032,4.595145568,4.666756592,5.412442825,6.9175511,4.321928095,3.742006211,4.106850796,3.724650272,4.172327492,3.658782734,3.10433666,4.340562269,3.533563348,4.153805336,3.3305584,3.752748591,4.154615611,5.780572574,6.065443063,5.352617299,4.589763487,4.479618608,4.324090516,4.97819563,4.489928219,5.74443023,5.967629753,5.134631671,6.274634403,5.007195501,4.132576843,4.66618849,5.217230716,4.641546029,4.489928219,4.83541884,4.519793486,5.080231272,5.247927513,4.577126661,4.247927513
MAX,NM_002382.3,Endogenous,11.86172667,11.90359569,11.94196826,11.79433869,11.85488396,11.76330367,11.81187237,12.01298412,11.9015382,12.06849616,11.80313015,11.75471216,11.98144241,11.74776921,11.6186608,11.87311339,11.96217665,11.68733194,11.68874861,11.84644239,11.9065637,11.89933049,12.03895327,11.70541208,11.76318746,11.57227389,11.68816724,11.86007434,11.85761172,11.60985744,11.93621464,11.74002526,11.91657368,11.7385652,11.85066349,11.84538812,12.12906724,11.91979443,11.74294095,11.72743976,11.41443684,11.77329171,11.91516233,11.67953728,11.97414926,12.3716487,12.03596406,11.99013234,11.95521398,11.89932671,11.83134288,12.18827357,12.0034898,11.80519571,12.05578404,11.849366,11.99716184,11.80672683,11.92144674,11.20899636
MBL2,NM_000242.2,Endogenous,2.272023189,2.582556003,2.232660757,2.272023189,2.220329955,2.032100843,1.839959587,2.682573297,2.277984747,2.503348735,2.952333566,2.153805336,2.698218478,2.077242999,3.578938713,2.49057013,3.221877081,2.788685711,1.604071324,2.956056652,1.731183242,2.22342255,3.572889668,1.333423734,1.613531653,1.807354922,2.422233001,3.250961574,2.498250868,1.333423734,1.500802053,2.435628594,1,1.843983844,1.875780063,1.989139007,2.364572432,1.748461233,1.835924074,1.778208576,3.627606838,2.875780063,2.017921908,2.528571319,2.469885976,3.906890596,1.807354922,2.392317423,3.007195501,1.910732662,2.994579724,3.176322773,1.584962501,1.604071324,2.435628594,2.477677328,1,3.981852653,2.748461233,2.403267722
MEF2A,NM_005587.2,Endogenous,9.927274264,10.77771559,10.26488824,9.912455265,10.69546321,10.0327483,9.877928255,9.940298913,9.822459299,10.08249503,9.770383089,9.536247216,10.2685303,9.400708693,10.08033788,10.15251302,10.06207313,9.888621497,9.857187917,10.16089246,10.08677315,9.932421469,10.02043831,9.468990524,10.15864755,9.57251076,9.642990313,10.06744781,10.07646824,9.711150711,10.17594868,10.08581766,9.97616312,9.882230355,10.11506967,10.17127689,10.8935594,10.46627024,10.02754666,10.14436509,10.15498262,9.929347187,9.868791695,9.81347659,10.08833774,10.50550393,10.07562622,10.20606197,10.61120005,9.963878669,9.877989585,10.71109047,10.22151462,10.33426211,10.31349529,9.896922683,10.01420184,9.885223531,9.945487731,9.419770614
MEF2BNB-MEF2B,NM_005919.2,Endogenous,4.86393845,6.667608326,6.204571144,5.09592442,6.501120634,5.391973883,5.354381632,6.265286858,5.539469035,5.643567622,5.29351763,5.536363792,6.34020618,6.009212787,6.060047384,5.877253454,5.453517579,5.969472865,5.73714592,5.880440648,5.885086225,5.90014226,7.283273599,5.494735605,4.966707314,4.893362211,4.854494418,5.410069692,5.395748328,5.008092421,5.605849867,4.77925972,5.411426246,5.407352751,4.484782623,5.193771743,6.544887178,7.153501365,6.264161071,5.975905274,6.858602712,5.445925299,6.090641752,5.291677223,6.460906348,7.558650302,6.424922088,7.553053253,6.255311886,5.762348816,5.848497755,7.475652378,5.457134594,5.838447593,5.837691,5.458119481,5.727375939,6.527633387,5.383704292,4.913607512
MEF2C,NM_002397.3,Endogenous,5.93239194,3.343407822,5.653060017,5.592158002,4.399854674,5.065658471,4.595742339,5.067810784,6.295723025,4.778208576,7.062316027,4.319762428,6.146084939,5.909533115,6.63778411,5.156639311,5.860217925,6.099715999,4.917909074,5.994127114,5.21023299,6.71383326,5.478971805,4.266036894,6.324090516,6.674404154,6.07317756,4.545968369,5.886550147,6.17951105,6.384740587,6.106850796,4.080657663,7.177319866,5.392317423,6.584060534,5.607034346,5.657640005,6.164303583,5.975905274,4.479618608,6.741601811,5.882398504,6.132988043,5.322288724,6.258707352,5.868884273,6.424754167,3.814550423,4.689299161,5.933336576,4.531069493,4.904484098,6.838699702,6.182295025,6.558114539,4.679198571,6.527633387,5.713420885,4.64385619
MEF2D,NM_005920.2,Endogenous,10.12187019,10.11522576,10.60010804,10.1433577,10.61113549,11.03843893,10.80632406,10.34699012,10.30349538,10.11523877,10.35974956,10.30031824,10.61586869,10.35534008,10.56798459,10.04139906,9.999746379,10.4005486,10.34427371,10.04571871,10.4283497,10.13275676,11.0776369,9.864433796,10.48932617,9.727171692,10.21204642,10.55269791,10.1293603,10.42286371,10.3298748,10.23264877,10.53681058,10.19272433,10.26787518,10.39437694,10.4022873,9.725979678,10.43911403,10.68220457,10.31796652,10.51872199,10.01640439,9.994763557,10.25824802,9.116863758,10.11298677,10.44886999,10.42331554,10.32376411,10.4084359,9.602364826,10.52792656,10.30426005,10.20455892,10.42013919,10.08858951,10.25496954,10.39326174,9.784667559
MKNK1,NM_003684.3,Endogenous,10.11522576,10.79740214,10.32713718,10.54949591,10.93118811,10.17370212,10.0071955,10.18841576,10.24982455,10.23270872,10.11263498,9.947447001,10.38567909,9.841925959,10.59377392,10.46359589,10.20266259,9.91410105,9.896816753,9.93057473,10.38010386,10.41845351,10.25725818,9.653239196,10.26974618,9.849358183,10.29755828,10.57703222,9.90502591,9.790087794,10.12352653,9.986467823,10.34221915,10.45342498,9.917804674,10.17003771,10.41441041,10.44447658,10.50570241,10.43124686,9.758223215,10.00253376,10.16571099,9.706306064,10.15528628,11.04783963,9.823287619,10.34439578,10.43698215,10.17693357,10.54255794,11.26955919,10.2549105,10.26525169,10.1580037,10.3521538,10.04814625,10.01125521,9.945487731,9.411616909
